item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,location_num,x,y,R,F,Monthly_Valuation,M,RFM_ID,Inventory_Tier,Z,ROP
ITM12429,Pharma,27,55,12,5,20.93,6.05,0.55,L71,D,74,2.92,88.15,1.16,8,0.87,237,5.97,0.57,2024-01-04,109.07,0.492,71,83.0,17.0,1,2,22523.190000000002,1,121,Tier 4 (Low Priority),1.28,112.0
ITM12430,Electronics,209,38,4,3,16.51,3.62,0.14,L70,A,172,4.94,111.0,0.35,3,0.8,232,7.07,0.68,2024-11-16,118.47,0.695,70,24.0,15.0,4,2,29092.58,2,422,Tier 4 (Low Priority),1.28,54.0
ITM12431,Automotive,194,44,6,9,32.38,0.76,0.17,L38,D,173,2.13,193.78,0.73,3,0.89,632,5.62,0.74,2024-02-03,156.81,0.668,38,87.0,52.0,1,2,128063.72000000002,4,124,Tier 2 (High Value),1.96,293.0
ITM12432,Pharma,292,24,8,5,22.39,4.72,0.81,L39,B,175,3.97,102.38,0.19,7,0.83,627,7.18,0.5,2024-04-17,282.54,0.603,39,44.0,46.0,2,2,68345.84999999999,3,223,Tier 4 (Low Priority),1.28,118.0
ITM12433,Electronics,36,69,13,9,5.53,1.51,0.84,L21,C,48,2.17,166.44,0.5,4,0.94,890,1.18,0.83,2024-12-09,53.4,0.64,21,64.0,53.0,4,1,150602.9,4,414,Tier 2 (High Value),1.96,53.0
ITM12434,Pharma,109,51,13,6,45.88,6.38,0.71,L92,A,162,2.29,156.22,1.06,9,0.83,811,1.77,0.76,2024-11-18,169.94,0.456,92,24.0,20.0,4,1,132017.81,4,414,Tier 2 (High Value),1.96,288.0
ITM12435,Automotive,160,52,7,3,39.15,6.39,0.86,L91,C,73,1.0,135.92,0.41,8,0.87,716,11.8,0.75,2024-04-19,26.87,0.68,91,65.0,18.0,2,4,100002.71999999999,4,244,Tier 1 (Critical),2.33,132.0
ITM12436,Groceries,164,89,5,6,3.76,0.86,0.75,L90,B,113,1.58,180.39,1.79,5,0.8,461,5.69,0.32,2024-12-16,142.92,0.421,90,47.0,10.0,4,2,92694.97,4,424,Tier 2 (High Value),1.96,24.0
ITM12437,Automotive,185,83,4,2,26.73,3.26,0.91,L82,A,22,1.24,57.8,1.45,8,0.91,982,12.12,0.58,2024-08-05,125.19,0.555,82,21.0,8.0,3,4,66024.78,3,343,Tier 1 (Critical),2.33,61.0
ITM12438,Apparel,356,58,11,3,5.09,4.43,0.24,L23,D,77,1.22,165.95,0.15,3,0.9,128,7.72,0.66,2024-02-23,57.62,0.74,23,83.0,50.0,1,2,22999.76,1,121,Tier 4 (Low Priority),1.28,21.0
ITM12439,Pharma,97,73,3,5,42.03,5.73,0.45,L47,D,79,0.54,81.78,1.77,0,0.82,68,12.28,0.38,2024-04-15,57.56,0.627,47,89.0,44.0,2,4,10748.46,1,241,Tier 3 (High Volume),1.65,220.0
ITM12440,Pharma,448,41,11,2,31.04,3.31,0.52,L66,B,84,4.07,164.37,1.96,3,0.78,527,10.29,0.81,2024-10-02,140.53,0.599,66,47.0,19.0,3,3,115110.28,4,334,Tier 1 (Critical),2.33,70.0
ITM12441,Apparel,281,73,3,6,9.45,3.23,0.37,L29,A,10,2.61,103.82,1.05,8,0.88,996,3.81,0.3,2024-12-25,46.71,0.422,29,23.0,46.0,4,1,114855.77999999998,4,414,Tier 2 (High Value),1.96,63.0
ITM12442,Apparel,182,11,9,6,2.02,9.84,0.75,L16,C,107,4.12,172.96,0.7,6,0.98,830,7.27,0.32,2024-08-10,95.49,0.567,16,64.0,44.0,3,2,150798.40000000002,4,324,Tier 2 (High Value),1.96,31.0
ITM12443,Groceries,385,33,8,5,2.55,0.9,0.92,L26,A,113,3.26,180.02,0.6,5,0.74,94,10.86,0.53,2024-11-27,30.65,0.639,26,21.0,54.0,4,3,24158.32,1,431,Tier 4 (Low Priority),1.28,14.0
ITM12444,Pharma,33,96,9,2,25.86,9.9,0.47,L18,D,125,4.24,123.55,0.27,1,0.94,823,5.63,0.31,2024-02-06,96.22,0.678,18,88.0,37.0,1,2,105438.47,4,124,Tier 2 (High Value),1.96,71.0
ITM12445,Pharma,258,75,5,8,36.98,0.95,0.95,L31,A,146,2.77,106.45,1.03,3,0.86,271,3.71,0.21,2024-12-17,164.77,0.5,31,20.0,35.0,4,1,37570.82,2,412,Tier 4 (Low Priority),1.28,297.0
ITM12446,Groceries,91,47,5,7,6.92,3.24,0.57,L64,A,173,0.92,158.82,0.2,0,0.86,178,8.56,0.53,2024-03-19,225.72,0.772,64,25.0,5.0,1,3,28979.719999999998,2,132,Tier 4 (Low Priority),1.28,53.0
ITM12447,Electronics,464,40,13,4,11.84,5.19,0.57,L4,D,122,3.28,60.73,1.06,2,0.99,667,4.83,0.72,2024-01-13,250.82,0.66,4,84.0,40.0,1,2,57449.869999999995,3,123,Tier 4 (Low Priority),1.28,54.0
ITM12448,Groceries,162,35,3,5,17.04,1.86,0.64,L47,D,112,3.55,12.92,0.58,1,0.88,812,9.32,0.6,2024-08-23,107.97,0.742,47,83.0,49.0,3,3,16192.439999999999,1,331,Tier 4 (Low Priority),1.28,88.0
ITM12449,Automotive,329,38,6,6,11.69,1.78,0.34,L71,C,46,3.32,87.35,1.01,3,0.95,682,4.8,0.24,2024-06-18,282.25,0.541,71,62.0,15.0,2,2,71805.64,3,223,Tier 4 (Low Priority),1.28,72.0
ITM12450,Pharma,302,76,14,3,20.18,2.93,0.45,L74,A,115,4.11,106.48,0.89,3,0.85,279,13.69,0.39,2024-01-20,79.78,0.682,74,28.0,21.0,1,4,38918.01,2,142,Tier 3 (High Volume),1.65,65.0
ITM12451,Apparel,288,87,4,2,28.42,9.75,0.6,L48,D,117,3.79,66.48,0.68,8,0.77,842,5.81,0.62,2024-02-14,33.37,0.527,48,86.0,39.0,1,2,65042.54,3,123,Tier 4 (Low Priority),1.28,69.0
ITM12452,Automotive,260,34,12,9,34.56,4.11,0.95,L60,B,30,2.45,82.84,0.95,6,0.91,276,13.7,0.79,2024-02-07,278.25,0.708,60,40.0,14.0,1,4,30950.04,2,142,Tier 3 (High Volume),1.65,318.0
ITM12453,Pharma,434,57,10,7,48.22,5.88,0.68,L71,D,157,4.19,35.28,1.0,2,0.98,971,4.91,0.84,2024-01-28,166.55,0.689,71,82.0,12.0,1,2,51345.37,2,122,Tier 4 (Low Priority),1.28,345.0
ITM12454,Groceries,264,74,5,4,46.61,7.19,0.4,L17,C,138,3.61,62.69,1.68,6,0.95,446,9.46,0.62,2024-04-01,111.9,0.552,17,60.0,47.0,1,3,42875.399999999994,2,132,Tier 4 (Low Priority),1.28,196.0
ITM12455,Automotive,182,62,9,3,28.94,7.55,0.11,L79,C,37,1.04,55.62,1.36,7,0.76,324,2.82,0.72,2024-05-08,270.45,0.458,79,66.0,17.0,2,1,25783.439999999995,1,211,Tier 4 (Low Priority),1.28,96.0
ITM12456,Pharma,79,76,9,2,36.97,7.04,0.98,L12,B,117,2.93,67.19,0.92,6,0.8,187,11.9,0.92,2024-10-12,234.97,0.691,12,41.0,49.0,4,4,15292.839999999998,1,441,Tier 3 (High Volume),1.65,86.0
ITM12457,Electronics,25,99,14,7,47.59,3.7,0.54,L9,C,18,3.78,66.82,1.82,7,0.86,222,3.8,0.25,2024-02-06,251.41,0.351,9,64.0,43.0,1,1,17038.199999999997,1,111,Tier 4 (Low Priority),1.28,338.0
ITM12458,Electronics,216,27,11,5,5.09,1.56,0.94,L40,A,173,2.99,116.2,1.54,8,0.87,376,13.1,0.28,2024-10-21,94.78,0.491,40,29.0,36.0,4,4,54794.64,3,443,Tier 1 (Critical),2.33,29.0
ITM12459,Apparel,489,18,8,9,1.28,3.18,0.59,L51,C,171,4.77,57.61,0.24,0,0.76,832,7.33,0.57,2024-04-26,263.31,0.74,51,63.0,15.0,2,2,55420.96,3,223,Tier 4 (Low Priority),1.28,16.0
ITM12460,Pharma,77,47,3,7,2.46,2.5,0.64,L92,B,41,0.96,188.78,0.39,9,0.77,264,2.32,0.69,2024-05-12,198.43,0.504,92,43.0,23.0,2,1,50992.26,2,212,Tier 4 (Low Priority),1.28,20.0
ITM12461,Electronics,324,96,10,5,28.6,1.79,0.74,L93,C,75,3.75,107.14,0.26,5,0.93,277,6.09,0.2,2024-07-27,224.02,0.581,93,63.0,9.0,3,2,33243.729999999996,2,322,Tier 4 (Low Priority),1.28,145.0
ITM12462,Groceries,426,30,3,9,38.38,0.73,0.39,L62,B,109,4.21,34.5,0.71,3,0.92,156,11.92,0.56,2024-07-17,100.6,0.724,62,45.0,20.0,3,4,15112.56,1,341,Tier 3 (High Volume),1.65,347.0
ITM12463,Pharma,236,74,5,9,18.99,9.39,0.73,L68,C,162,3.66,63.13,0.93,0,0.95,208,2.07,0.34,2024-08-18,81.05,0.593,68,61.0,19.0,3,1,20476.72,1,311,Tier 4 (Low Priority),1.28,183.0
ITM12464,Groceries,437,30,13,8,27.72,9.25,0.57,L53,D,163,2.24,148.65,1.06,1,0.98,943,9.76,0.72,2024-11-18,128.37,0.744,53,80.0,18.0,4,3,156185.87000000002,4,434,Tier 1 (Critical),2.33,243.0
ITM12465,Groceries,45,36,7,2,26.3,0.98,0.71,L99,B,30,2.23,12.6,1.72,9,0.79,185,8.1,0.41,2024-07-26,176.81,0.396,99,40.0,17.0,3,2,5065.55,1,321,Tier 4 (Low Priority),1.28,54.0
ITM12466,Electronics,322,79,10,9,5.64,2.14,0.85,L53,C,91,3.14,188.19,0.13,3,0.96,812,5.34,0.92,2024-08-09,203.14,0.774,53,62.0,10.0,3,2,156615.75999999998,4,324,Tier 2 (High Value),1.96,55.0
ITM12467,Pharma,24,53,11,7,16.76,1.83,0.27,L74,A,33,2.29,94.58,0.91,0,0.9,79,11.58,0.25,2024-06-10,154.41,0.693,74,22.0,18.0,2,3,8307.93,1,231,Tier 4 (Low Priority),1.28,120.0
ITM12468,Automotive,493,37,9,9,1.95,3.17,0.65,L10,B,120,4.47,109.01,0.88,5,0.99,147,1.73,0.85,2024-01-09,212.67,0.603,10,41.0,43.0,1,1,29696.760000000002,2,112,Tier 4 (Low Priority),1.28,22.0
ITM12469,Electronics,39,54,11,4,6.42,2.44,0.15,L17,B,101,0.99,197.8,1.9,0,0.78,658,7.97,0.51,2024-07-18,215.42,0.574,17,45.0,51.0,3,2,133026.82,4,324,Tier 2 (High Value),1.96,30.0
ITM12470,Electronics,409,26,13,7,40.78,9.49,0.19,L41,C,21,3.38,105.65,0.56,8,0.78,818,8.1,0.89,2024-12-10,203.16,0.626,41,69.0,53.0,4,2,96057.74,4,424,Tier 2 (High Value),1.96,304.0
ITM12471,Pharma,217,49,5,2,41.64,1.3,0.71,L83,D,148,1.1,190.07,0.33,9,0.91,833,2.21,0.85,2024-03-01,82.82,0.568,83,88.0,9.0,1,1,161392.90999999997,4,114,Tier 2 (High Value),1.96,86.0
ITM12472,Pharma,78,12,7,3,40.3,2.51,0.16,L10,D,164,2.93,183.89,0.37,2,0.98,931,2.9,0.39,2024-09-30,139.44,0.636,10,86.0,37.0,3,1,174795.21999999997,4,314,Tier 2 (High Value),1.96,126.0
ITM12473,Groceries,467,85,12,3,36.61,1.27,0.64,L58,C,32,3.72,188.85,1.09,0,0.95,572,6.74,0.24,2024-01-04,232.07,0.619,58,61.0,19.0,1,2,125420.94,4,124,Tier 2 (High Value),1.96,112.0
ITM12474,Pharma,261,85,10,7,39.87,9.81,0.3,L60,C,170,1.24,164.35,0.84,5,0.92,972,8.51,0.76,2024-11-24,267.22,0.665,60,61.0,24.0,4,3,167530.68,4,434,Tier 1 (Critical),2.33,302.0
ITM12475,Groceries,165,75,14,7,33.88,9.22,0.37,L88,A,101,3.67,66.32,1.53,5,0.82,391,1.74,0.36,2024-11-12,155.34,0.406,88,24.0,5.0,4,1,34939.590000000004,2,412,Tier 4 (Low Priority),1.28,249.0
ITM12476,Electronics,407,55,3,5,33.82,7.31,0.22,L67,C,175,1.13,75.81,0.71,6,0.92,217,1.16,0.94,2024-02-02,296.17,0.596,67,67.0,23.0,1,1,25365.079999999998,1,111,Tier 4 (Low Priority),1.28,178.0
ITM12477,Apparel,292,95,10,2,33.7,4.55,0.32,L45,B,179,3.29,79.35,0.34,6,0.94,260,3.7,0.25,2024-10-26,60.67,0.533,45,40.0,53.0,4,1,24464.800000000003,1,411,Tier 4 (Low Priority),1.28,73.0
ITM12478,Automotive,268,96,9,5,26.19,2.31,0.84,L17,C,132,2.77,196.04,0.84,9,0.93,733,7.83,0.46,2024-01-24,75.07,0.518,17,67.0,43.0,1,2,152481.33000000002,4,124,Tier 2 (High Value),1.96,135.0
ITM12479,Electronics,33,39,3,4,18.8,2.6,0.67,L100,A,166,1.84,78.54,1.78,3,0.9,887,1.56,0.21,2024-12-24,143.62,0.405,100,21.0,19.0,4,1,73059.26000000001,3,413,Tier 4 (Low Priority),1.28,79.0
ITM12480,Pharma,481,78,12,8,36.78,4.71,0.95,L71,C,43,1.0,30.65,0.87,4,0.71,681,11.27,0.45,2024-02-07,157.53,0.615,71,65.0,11.0,1,3,34107.75,2,132,Tier 4 (Low Priority),1.28,300.0
ITM12481,Automotive,32,18,14,3,15.63,7.8,0.14,L82,C,134,3.81,157.88,1.68,2,0.9,234,3.13,0.63,2024-07-02,133.1,0.54,82,63.0,6.0,2,1,39448.26,2,212,Tier 4 (Low Priority),1.28,57.0
ITM12482,Apparel,410,94,12,9,27.6,3.01,0.81,L76,B,66,2.22,79.55,0.81,5,0.84,481,11.82,0.72,2024-09-14,134.82,0.689,76,45.0,24.0,3,4,49294.369999999995,2,342,Tier 3 (High Volume),1.65,253.0
ITM12483,Apparel,403,20,14,9,22.23,3.45,0.73,L24,D,12,0.89,127.98,0.63,6,0.99,473,3.87,0.78,2024-02-24,151.3,0.623,24,87.0,38.0,1,1,68572.21,3,113,Tier 4 (Low Priority),1.28,204.0
ITM12484,Groceries,63,78,8,6,14.55,6.2,0.33,L99,C,15,3.98,185.63,1.57,8,0.88,88,5.85,0.87,2024-05-28,102.85,0.511,99,66.0,22.0,2,2,19652.98,1,221,Tier 4 (Low Priority),1.28,95.0
ITM12485,Automotive,394,75,3,6,48.76,2.76,0.76,L17,A,57,1.55,119.35,0.5,8,0.88,436,7.71,0.29,2024-12-17,47.97,0.527,17,21.0,54.0,4,2,58622.4,3,423,Tier 4 (Low Priority),1.28,296.0
ITM12486,Groceries,418,97,4,2,13.68,6.05,0.74,L56,C,111,3.81,131.16,0.54,4,1.0,818,5.86,0.81,2024-06-03,287.27,0.706,56,64.0,21.0,2,2,117177.06,4,224,Tier 2 (High Value),1.96,39.0
ITM12487,Electronics,38,40,7,9,16.16,4.18,0.51,L65,C,129,3.04,132.14,0.19,3,0.73,840,1.33,0.42,2024-11-06,240.55,0.569,65,68.0,15.0,4,1,113767.8,4,414,Tier 2 (High Value),1.96,154.0
ITM12488,Automotive,82,42,4,2,8.92,0.83,0.72,L8,B,22,1.38,126.36,0.46,6,0.78,791,13.72,0.31,2024-02-14,246.32,0.635,8,43.0,43.0,1,4,102173.94,4,144,Tier 1 (Critical),2.33,20.0
ITM12489,Electronics,258,48,12,6,41.33,4.33,0.5,L16,D,45,0.84,40.36,0.82,2,0.9,500,5.01,0.41,2024-05-24,115.84,0.607,16,87.0,46.0,2,2,26946.8,1,221,Tier 4 (Low Priority),1.28,254.0
ITM12490,Groceries,438,55,3,2,29.74,9.24,0.4,L67,D,79,3.17,96.72,0.86,3,0.79,164,2.9,0.89,2024-08-12,127.13,0.629,67,81.0,22.0,3,1,27682.36,1,311,Tier 4 (Low Priority),1.28,71.0
ITM12491,Automotive,356,46,8,3,31.04,3.28,0.52,L20,D,42,0.61,11.46,0.9,8,0.8,979,2.86,0.7,2024-07-14,281.39,0.488,20,83.0,39.0,3,1,21428.530000000002,1,311,Tier 4 (Low Priority),1.28,97.0
ITM12492,Groceries,438,69,10,4,41.21,3.57,0.91,L39,C,114,0.79,128.99,1.01,4,0.97,450,14.64,0.68,2024-07-21,292.14,0.744,39,64.0,53.0,3,4,71672.40000000001,3,343,Tier 1 (Critical),2.33,173.0
ITM12493,Automotive,422,40,10,4,17.8,1.13,0.45,L22,B,66,3.66,119.32,1.19,9,0.87,353,2.72,0.67,2024-12-04,283.36,0.445,22,43.0,37.0,4,1,58477.34,3,413,Tier 4 (Low Priority),1.28,73.0
ITM12494,Groceries,423,20,10,9,10.49,6.34,0.46,L21,B,64,2.92,70.45,0.46,6,0.73,652,5.85,0.53,2024-01-16,196.35,0.564,21,48.0,43.0,1,2,53674.64,2,122,Tier 4 (Low Priority),1.28,103.0
ITM12495,Apparel,119,96,13,5,10.72,8.57,0.65,L42,C,116,1.97,109.54,1.27,1,0.79,358,1.95,0.53,2024-08-30,80.39,0.543,42,68.0,47.0,3,1,44454.48,2,312,Tier 4 (Low Priority),1.28,65.0
ITM12496,Groceries,182,11,8,3,36.9,3.85,0.78,L91,B,150,2.93,103.68,0.74,8,0.72,622,11.3,0.32,2024-03-21,185.44,0.525,91,40.0,19.0,1,3,70351.82,3,133,Tier 1 (Critical),2.33,120.0
ITM12497,Apparel,435,36,13,8,31.09,2.78,0.76,L29,D,60,3.16,57.67,1.49,4,0.87,152,9.35,0.47,2024-09-30,180.84,0.564,29,89.0,46.0,3,3,28690.66,1,331,Tier 4 (Low Priority),1.28,252.0
ITM12498,Groceries,141,11,5,2,11.11,9.59,0.12,L45,B,101,3.04,65.72,1.16,4,0.75,776,8.47,0.61,2024-04-22,273.39,0.589,45,42.0,37.0,2,3,58264.560000000005,3,233,Tier 1 (Critical),2.33,45.0
ITM12499,Automotive,451,30,3,2,8.11,7.58,0.72,L67,C,62,3.39,154.88,1.15,3,0.96,151,12.98,0.68,2024-03-10,100.38,0.726,67,68.0,5.0,1,4,39458.270000000004,2,142,Tier 3 (High Volume),1.65,29.0
ITM12500,Automotive,63,67,4,9,6.91,5.89,0.51,L37,C,45,4.73,153.59,1.4,7,0.87,956,9.03,0.26,2024-07-19,68.2,0.466,37,69.0,37.0,3,3,153999.92,4,334,Tier 1 (Critical),2.33,76.0
ITM12501,Automotive,379,14,7,8,31.76,3.4,0.57,L11,A,142,2.25,99.26,0.73,3,0.72,704,14.38,0.47,2024-10-06,87.08,0.697,11,26.0,46.0,3,4,79763.14000000001,3,343,Tier 1 (Critical),2.33,262.0
ITM12502,Pharma,427,61,12,5,1.01,2.6,0.61,L33,A,128,1.86,146.33,0.92,1,0.79,139,9.72,0.47,2024-05-31,80.51,0.67,33,26.0,41.0,2,3,32383.610000000004,2,232,Tier 4 (Low Priority),1.28,8.0
ITM12503,Electronics,336,54,7,5,1.9,7.3,0.76,L26,B,34,0.67,95.65,1.21,4,0.88,167,5.96,0.61,2024-11-20,198.03,0.576,26,45.0,37.0,4,2,28282.239999999998,1,421,Tier 4 (Low Priority),1.28,19.0
ITM12504,Automotive,400,94,12,2,20.09,5.46,0.85,L82,B,90,1.16,171.76,0.9,2,0.8,188,1.51,0.77,2024-03-14,245.61,0.604,82,47.0,9.0,1,1,43308.96,2,112,Tier 4 (Low Priority),1.28,47.0
ITM12505,Apparel,164,29,3,2,34.88,5.45,0.68,L71,C,46,0.98,73.23,0.94,3,0.85,952,11.15,0.71,2024-06-01,116.75,0.707,71,63.0,6.0,2,3,75272.72000000002,3,233,Tier 1 (Critical),2.33,82.0
ITM12506,Automotive,346,70,3,8,35.06,1.2,0.61,L36,A,28,2.01,186.19,0.62,2,0.97,352,6.23,0.66,2024-12-12,61.16,0.707,36,24.0,50.0,4,2,72682.00000000001,3,423,Tier 4 (Low Priority),1.28,282.0
ITM12507,Pharma,382,47,11,9,22.08,5.37,0.44,L17,A,44,3.24,113.03,0.65,6,0.81,801,9.39,0.43,2024-11-27,109.5,0.588,17,21.0,43.0,4,3,100581.27,4,434,Tier 1 (Critical),2.33,211.0
ITM12508,Apparel,69,29,4,3,34.86,8.32,0.22,L81,D,116,0.71,111.78,1.43,5,0.8,697,13.27,0.87,2024-07-10,168.5,0.668,81,84.0,8.0,3,4,81365.63,3,343,Tier 1 (Critical),2.33,124.0
ITM12509,Pharma,84,34,9,8,26.53,9.49,0.96,L39,D,171,3.77,137.45,0.11,1,0.95,566,1.11,0.83,2024-01-06,202.7,0.74,39,87.0,51.0,1,1,80207.72,3,113,Tier 4 (Low Priority),1.28,224.0
ITM12510,Apparel,374,11,12,5,48.87,1.51,0.52,L79,C,63,2.29,74.76,0.28,7,0.8,258,11.63,0.35,2024-10-10,169.44,0.617,79,62.0,7.0,4,3,23020.5,1,431,Tier 4 (Low Priority),1.28,246.0
ITM12511,Groceries,307,41,6,8,8.96,6.5,0.61,L69,C,15,4.84,147.62,1.9,4,0.72,136,7.09,0.72,2024-10-11,84.45,0.513,69,62.0,18.0,4,2,38233.56,2,422,Tier 4 (Low Priority),1.28,80.0
ITM12512,Electronics,183,35,9,8,30.43,5.9,0.78,L12,C,138,3.06,70.88,0.46,5,0.75,908,2.74,0.93,2024-03-13,276.23,0.627,12,65.0,41.0,1,1,69662.91999999998,3,113,Tier 4 (Low Priority),1.28,251.0
ITM12513,Electronics,160,79,10,8,25.07,8.96,0.16,L65,C,43,3.97,85.53,0.89,7,0.98,368,9.15,0.55,2024-03-04,136.97,0.599,65,69.0,13.0,1,3,37208.0,2,132,Tier 4 (Low Priority),1.28,212.0
ITM12514,Pharma,473,50,7,3,10.53,7.64,0.87,L83,A,65,4.38,138.19,1.71,6,0.98,838,8.46,0.94,2024-01-22,143.1,0.606,83,25.0,13.0,1,3,143738.56,4,134,Tier 1 (Critical),2.33,49.0
ITM12515,Electronics,333,76,14,7,37.75,9.67,0.82,L22,C,106,4.5,81.91,0.1,2,0.77,936,12.79,0.22,2024-01-03,290.54,0.719,22,62.0,43.0,1,4,81878.76,3,143,Tier 1 (Critical),2.33,287.0
ITM12516,Pharma,147,10,14,2,14.5,9.62,0.8,L76,C,35,2.83,48.0,1.86,1,0.87,682,8.3,0.61,2024-10-20,261.83,0.601,76,62.0,20.0,4,3,42868.659999999996,2,432,Tier 4 (Low Priority),1.28,41.0
ITM12517,Pharma,417,60,3,6,19.7,2.64,0.12,L75,A,179,2.29,175.66,0.2,2,0.74,294,12.58,0.41,2024-11-01,243.82,0.738,75,24.0,23.0,4,4,54819.3,3,443,Tier 1 (Critical),2.33,124.0
ITM12518,Pharma,440,14,6,9,19.37,7.39,0.57,L20,D,100,3.02,185.21,0.42,7,0.9,919,8.62,0.41,2024-07-20,62.98,0.595,20,88.0,48.0,3,3,178527.37000000002,4,334,Tier 1 (Critical),2.33,192.0
ITM12519,Electronics,387,22,12,8,12.97,5.54,0.15,L22,C,47,2.31,129.08,0.16,3,0.76,139,7.26,0.9,2024-10-02,253.05,0.753,22,67.0,53.0,3,2,20120.81,1,321,Tier 4 (Low Priority),1.28,111.0
ITM12520,Pharma,482,28,5,9,22.1,2.54,0.6,L85,D,163,1.58,164.12,1.09,7,0.71,527,6.2,0.45,2024-10-07,142.04,0.466,85,83.0,19.0,3,2,103085.3,4,324,Tier 2 (High Value),1.96,204.0
ITM12521,Electronics,258,21,12,6,24.19,2.35,0.75,L80,A,68,1.96,197.46,1.89,3,0.95,701,3.43,0.22,2024-02-13,70.72,0.431,80,27.0,17.0,1,1,154422.02,4,114,Tier 2 (High Value),1.96,150.0
ITM12522,Pharma,343,57,14,7,37.47,1.27,0.21,L93,D,136,1.55,126.81,1.69,6,0.8,161,9.18,0.63,2024-06-05,297.36,0.519,93,82.0,19.0,2,3,38056.06,2,232,Tier 4 (Low Priority),1.28,264.0
ITM12523,Automotive,315,34,7,2,38.49,8.06,0.73,L78,A,33,1.71,182.67,1.32,5,0.73,956,8.62,0.98,2024-04-17,59.9,0.625,78,25.0,24.0,2,3,188741.28,4,234,Tier 1 (Critical),2.33,96.0
ITM12524,Pharma,206,66,12,5,8.77,3.58,0.5,L44,C,120,0.92,78.26,0.45,9,0.95,999,14.66,0.26,2024-06-25,277.36,0.612,44,62.0,51.0,2,4,81881.82,3,243,Tier 1 (Critical),2.33,52.0
ITM12525,Apparel,227,44,12,6,30.05,8.64,0.83,L73,D,30,2.42,143.09,1.75,0,0.93,443,6.77,0.43,2024-04-18,10.15,0.587,73,89.0,11.0,2,2,76378.43,3,223,Tier 4 (Low Priority),1.28,191.0
ITM12526,Pharma,239,85,8,9,44.91,6.28,0.58,L6,C,69,1.56,20.6,1.53,7,0.91,936,6.9,0.58,2024-07-30,137.0,0.497,6,63.0,38.0,3,2,31711.86,2,322,Tier 4 (Low Priority),1.28,412.0
ITM12527,Groceries,419,14,4,9,6.33,6.9,0.4,L4,B,99,2.52,159.9,0.61,5,0.97,289,3.29,0.86,2024-11-26,18.67,0.649,4,45.0,39.0,4,1,54607.079999999994,3,413,Tier 4 (Low Priority),1.28,66.0
ITM12528,Pharma,209,31,9,9,24.17,3.27,0.4,L11,B,157,4.06,167.66,1.63,1,0.85,321,9.37,0.42,2024-09-19,274.61,0.596,11,40.0,44.0,3,3,65342.22,3,333,Tier 1 (Critical),2.33,225.0
ITM12529,Apparel,407,86,5,5,37.77,4.84,0.91,L6,D,15,2.52,86.22,1.77,4,0.74,192,12.87,0.47,2024-03-13,46.51,0.557,6,80.0,42.0,1,4,38649.78,2,142,Tier 3 (High Volume),1.65,197.0
ITM12530,Apparel,448,66,3,6,30.96,4.42,0.51,L83,A,19,4.8,131.4,1.43,1,0.72,768,4.47,0.51,2024-03-23,205.2,0.543,83,24.0,20.0,1,1,123820.8,4,114,Tier 2 (High Value),1.96,194.0
ITM12531,Electronics,365,56,12,9,5.93,2.74,0.47,L99,D,149,1.17,173.09,0.29,9,0.8,168,1.13,0.5,2024-04-04,193.05,0.466,99,88.0,15.0,2,1,32451.18,2,212,Tier 4 (Low Priority),1.28,57.0
ITM12532,Automotive,303,63,5,5,20.43,8.41,0.14,L74,A,106,4.33,177.89,1.97,6,0.73,645,10.68,0.36,2024-04-23,235.93,0.443,74,22.0,11.0,2,3,135439.19999999998,4,234,Tier 1 (Critical),2.33,122.0
ITM12533,Pharma,371,12,11,8,25.85,6.41,0.43,L34,B,159,1.62,30.24,0.24,9,0.86,949,1.44,0.93,2024-11-11,226.59,0.573,34,45.0,49.0,4,1,32906.34,2,412,Tier 4 (Low Priority),1.28,215.0
ITM12534,Electronics,256,62,12,9,49.8,0.86,0.86,L84,A,89,4.7,167.22,1.34,5,0.7,300,6.73,0.83,2024-05-09,19.41,0.562,84,28.0,6.0,2,2,61867.2,3,223,Tier 4 (Low Priority),1.28,449.0
ITM12535,Automotive,213,93,13,6,9.75,8.29,0.78,L27,B,26,1.52,62.11,0.31,6,0.83,327,9.58,0.98,2024-04-09,122.64,0.739,27,44.0,40.0,2,3,22787.910000000003,1,231,Tier 4 (Low Priority),1.28,69.0
ITM12536,Pharma,306,40,13,5,49.14,1.51,0.3,L99,D,147,3.86,148.19,1.82,5,0.75,212,6.4,0.5,2024-02-28,103.53,0.453,99,81.0,19.0,1,2,48942.2,2,122,Tier 4 (Low Priority),1.28,248.0
ITM12537,Groceries,278,78,8,7,19.43,4.34,0.47,L74,C,149,0.78,71.78,0.76,9,0.81,703,4.65,0.24,2024-04-02,292.14,0.416,74,69.0,20.0,1,2,57348.08,3,123,Tier 4 (Low Priority),1.28,142.0
